Unnamed: 0,Datasets,volume,center_x,center_y,MERFISH_cell_type_annotation,Region,Excitatory_vs_Inhibitory,Segment,Gender,Mouse_ID,AP_position,Section_ID,Pmfbp1,Sema7a,Cck,Sema3a,Sema3g,Adcyap1r1,Gabrb3,Ntrk3,Htr4,Grik1,Spr,Prox1,Sst,Pcdhgb2,Dpy19l1,Pax6,Hcrtr1,Agtr1b,Sstr2,Shox2,Adra1b,Dlk1,Pax2,Crhr1,Drd1,Tfap2b,Ctss,Pcdha9,Sema6d,Gabrg3,Chrnb2,Cdh19,Gpc3,Pmp22,Onecut2,Pth1r,Penk,Pcdhb12,Rorb,Esrrg,Ccn2,Sema6c,Pvalb,Sema4d,Ghsr,Htr2a,Pcdhgb5,Uts2r,Pcdhb16,Bnc2,Pcdhga11,P2ry1,Pcdhb18,Farp2,Rnf220,Pcdhga12,Prkcg,Vgf,Plxna1,Pcdhb19,Tyrobp,Notch2,P2rx7,Foxp2,Pcdhga9,Gabra1,Hrh2,P2rx6,Sema5b,Pdyn,Nrp1,Gad2,Pcdhgb4,Sema4c,Htr1f,Pdzrn3,Plxnc1,Pcdhgc5,Jag2,Ptgds,Mc4r,Gabrg2,Dll1,Tnr,Pts,Pcdhga6,Sstr3,Grid1,Grik5,Plxnb1,Calb1,P2rx3,Grik3,Zfhx3,Oprm1,Chrm3,Chrng,Pkd2l1,Chrna7
2795584800709100079,20240610,2523.565918,7024.05686,9131.707697,M_in_Tfap2b,3.0,inhibitory,12.0,female,F5,2,0610_F5_L,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2795903600115100122,20240613,4401.799805,3129.316401,4982.104459,M_in_Tfap2b,3.0,inhibitory,12.0,male,M5,2,0613_M5_L,0,1,0,0,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,3,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2795903600354100044,20240613,2888.119141,4510.32056,7421.22486,M_in_Tfap2b,3.0,inhibitory,12.0,male,M5,4,0613_M5_T,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,2,0,1,0,1,0,1,0,0,0,0
2795903600401100225,20240613,1806.014404,3207.076678,8189.336724,M_in_Tfap2b,3.0,inhibitory,12.0,male,M4,4,0613_M4_T,0,0,0,0,0,4,0,0,0,1,0,0,9,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,7,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,2,0,0,0,0,1,0
2795903600517200076,20240613,7428.751953,6490.178589,9179.424124,M_in_Tfap2b,3.0,inhibitory,12.0,male,M5,1,0613_M5_C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,16,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2795903600589100248,20240613,3852.130127,4826.496852,10163.15549,M_in_Tfap2b,3.0,inhibitory,12.0,male,M4,1,0613_M4_C,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,8,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,2,0,0,2,1,0,0,0,0
2795903600616100042,20240613,4708.634766,5021.195623,10247.53051,M_in_Tfap2b,3.0,inhibitory,12.0,male,M4,1,0613_M4_C,0,2,1,0,0,1,1,3,0,2,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,4,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,27,0,0,0,1,1,0,0,0,0,0,0,2,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,3,0,0,0,0,0,2
2796212800142200009,20240613,924.3028564,6518.91109,1003.890713,M_in_Tfap2b,3.0,inhibitory,12.0,female,F5,3,0613_F5_S,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2796212800296100102,20240613,2048.943848,4854.912605,2475.903002,M_in_Tfap2b,3.0,inhibitory,12.0,female,F4,3,0613_F4_S,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2796212800553100039,20240613,4301.860352,5289.974893,4674.178287,M_in_Tfap2b,3.0,inhibitory,12.0,female,F3,2,0613_F3_L,0,0,1,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1,5,0,0,15,0,0,0,0,0,1,0,1,0,0,0,10,0,1,8,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,4,0,0,0,0,2,0,0,0,0,0,0
2796212800593100138,20240613,963.5543213,7537.479012,5034.92725,M_in_Tfap2b,3.0,inhibitory,12.0,female,F4,4,0613_F4_T,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2796212800667100077,20240613,2613.751953,10289.25494,5551.051156,M_in_Tfap2b,3.0,inhibitory,12.0,female,F5,1,0613_F5_C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2796212800747100293,20240613,1650.967773,5801.120934,6578.78611,M_in_Tfap2b,3.0,inhibitory,12.0,female,F3,4,0613_F3_T,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,1
2796212800779100104,20240613,2294.471436,5719.292267,6699.424645,M_in_Tfap2b,3.0,inhibitory,12.0,female,F3,4,0613_F3_T,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
2796212800791100135,20240613,4294.186035,9288.279773,6767.854732,M_in_Tfap2b,3.0,inhibitory,12.0,female,F4,1,0613_F4_C,0,3,0,0,0,4,2,3,0,3,1,1,17,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,5,0,3,1,0,0,0,0,0,0,0,7,0,0,14,0,0,0,0,0,0,0,1,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,2,2,1,0,0,0,2
2796212800823100060,20240613,4105.687988,9262.093706,6943.234827,M_in_Tfap2b,3.0,inhibitory,12.0,female,F4,1,0613_F4_C,0,2,1,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,19,0,0,0,1,1,0,2,1,1,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,5,0,0,7,0,0,0,0,0,0,0,2,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2796212800946100233,20240613,3248.127441,7640.022058,8232.326974,M_in_Tfap2b,3.0,inhibitory,12.0,female,F3,1,0613_F3_C,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
2796212800946100256,20240613,3787.183838,7687.98484,8253.324352,M_in_Tfap2b,3.0,inhibitory,12.0,female,F3,1,0613_F3_C,0,0,2,0,0,2,0,6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,7,0,2,0,2,1,0,0,1,0,5,6,0,0,17,0,0,0,1,0,0,0,0,0,0,0,7,0,0,1,0,0,1,2,0,0,0,2,0,0,0,0,1,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,3
2796212800978100121,20240613,3579.984375,7859.915486,8413.550166,M_in_Tfap2b,3.0,inhibitory,12.0,female,F3,1,0613_F3_C,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,1,0,0,0,1,0,0,0,0,3,0,0,9,0,0,0,0,1,0,0,0,0,0,0,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,1,1,2,0,0,0,0,0,1,3,3,0,0,0,1,1,0,0,0,0,0
2945606900000003434,20240328,3179.105225,1261.354228,5473.83977,M_in_Tfap2b,3.0,inhibitory,12.0,female,F1,1,0328_F1_C,0,1,0,0,1,0,0,3,1,1,0,1,0,0,0,0,0,0,1,1,0,1,2,1,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,0,0,0,1,2,0,0,1,0,0,4,0,1,11,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,2,1,0,0,0,0,1
2945606900000029557,20240328,2362.301025,5304.830369,10030.1974,M_in_Tfap2b,3.0,inhibitory,12.0,female,F1,3,0328_F1_S,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2946331700000001665,20240415,1863.61853,8371.226797,712.0574024,M_in_Tfap2b,3.0,inhibitory,12.0,female,F2,1,0415_F2_C,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,4,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,1,2,0,0,0,0
2946331700000010948,20240415,3213.068359,10206.45045,2114.829853,M_in_Tfap2b,3.0,inhibitory,12.0,female,F2,4,0415_F2_T,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0,1,2,1,0,13,1,0,1,0,0,2,0,0,0,0,0,6,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
2946331700000018516,20240415,1967.438477,10806.01934,3460.232114,M_in_Tfap2b,3.0,inhibitory,12.0,female,F2,2,0415_F2_L,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1
2946331700000020169,20240415,1798.846191,10978.63613,3787.278311,M_in_Tfap2b,3.0,inhibitory,12.0,female,F2,2,0415_F2_L,0,2,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,6,1,0,0,11,0,0,0,0,0,0,0,0,1,0,0,7,0,0,14,0,0,0,1,1,0,0,1,1,1,1,1,0,8,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,4,0,0,0,1,1,0,0,0,0,1,3
2946331700000020199,20240415,2938.763916,10968.66865,3831.949662,M_in_Tfap2b,3.0,inhibitory,12.0,female,F2,2,0415_F2_L,0,2,0,0,0,3,2,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,1,2,1,0,0,0,0,0,0,1,1,0,0,12,0,3,0,0,0,1,0,2,0,0,0,4,0,0,13,3,0,0,0,2,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1
