Unnamed: 0,Datasets,volume,center_x,center_y,MERFISH_cell_type_annotation,Region,Excitatory_vs_Inhibitory,Segment,Gender,Mouse_ID,AP_position,Section_ID,Sema7a,Cck,Adcyap1r1,Gabrb3,Lhx9,Ntrk3,Grik1,Nrgn,Spr,Pthlh,Sst,Dpy19l1,Nmu,Sstr2,Dlk1,Pax2,Crhr1,Ctss,Sema6d,Gabrg3,Chrnb2,Cdh19,Pcdhb9,Pmp22,Penk,Rorb,Esrrg,Sema6c,Pvalb,Sema4d,Pcdhgb5,Pcdhb16,Bnc2,Pcdhga11,Farp2,Rnf220,Pcdhga12,Qrfpr,Prkcg,Vgf,Plxna1,Notch2,Adra2a,Pcdhga8,Pcdhga9,Gabra1,Adamts2,Hrh2,Sema5b,Fbn2,Nrp1,Gad2,Pcdhgb4,Sema4c,Ramp2,Plxnb2,Pdzrn3,Adcyap1,Plxnc1,Pcdhgc5,Jag2,Ptgds,Pcdhga10,Tnr,Pcdhga6,Sstr3,Grid1,Grik5,Plxnb1,Calb1,Grik3,Zfhx3,Chrm4,Chrna7
2795584800493100159,20240610,1272.589355,7151.460581,7493.877023,DH_ex_Prkcg/Rxfp1,1.0,excitatory,6.0,female,F4,2,0610_F4_L,0,0,1,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0
2795584800691100034,20240610,4648.320801,2217.546164,9103.125645,DH_ex_Reln,1.0,excitatory,6.0,female,F5,1,0610_F5_C,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
2795903600143100380,20240613,1697.145508,3849.218262,5430.8338,DH_ex_Reln,1.0,excitatory,6.0,male,M5,2,0613_M5_L,0,1,0,0,0,1,0,0,0,0,5,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0
2795903600269100134,20240613,1401.722534,2646.77786,6659.206812,DH_ex_Prkcg/Rxfp1,1.0,excitatory,6.0,male,M4,2,0613_M4_L,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2795903600300100055,20240613,1659.409058,4083.222888,6873.2909,DH_ex_Grp,1.0,excitatory,6.0,male,M5,4,0613_M5_T,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2795903600300100098,20240613,1984.349976,4110.342918,6913.530098,DH_ex_Prkcg/Rxfp1,1.0,excitatory,6.0,male,M5,4,0613_M5_T,0,1,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2795903600321100277,20240613,2556.465332,2640.866603,7374.65767,DH_ex_Prkcg/Rxfp1,1.0,excitatory,6.0,male,M4,2,0613_M4_L,0,0,2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,1,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0
2795903600348100238,20240613,740.2807007,2944.389205,7609.068291,DH_ex_Prkcg/Rxfp1,1.0,excitatory,6.0,male,M4,2,0613_M4_L,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2795903600349100051,20240613,1885.036865,3067.570903,7461.162354,DH_ex_Grp,1.0,excitatory,6.0,male,M4,2,0613_M4_L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2795903600349100092,20240613,2287.117432,3069.958581,7543.505451,DH_ex_Reln,1.0,excitatory,6.0,male,M4,2,0613_M4_L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,1,1,0
2795903600401100124,20240613,1923.748169,3208.821586,8091.740199,DH_ex_Prkcg/Rxfp1,1.0,excitatory,6.0,male,M4,4,0613_M4_T,0,2,0,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
2795903600428100076,20240613,2875.926514,3366.556002,8354.611218,DH_ex_Prkcg/Rxfp1,1.0,excitatory,6.0,male,M4,4,0613_M4_T,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2795903600438100298,20240613,1483.406982,6300.00948,8466.812668,DH_ex_Reln,1.0,excitatory,6.0,male,M5,1,0613_M5_C,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2795903600517100029,20240613,2565.949463,6565.50218,9088.732445,DH_ex_Grp,1.0,excitatory,6.0,male,M5,1,0613_M5_C,1,2,0,1,0,1,1,0,1,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0
2795903600518100067,20240613,769.6511841,6748.323985,9128.0544,DH_ex_Grp,1.0,excitatory,6.0,male,M5,1,0613_M5_C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2795903600670100298,20240613,2982.545166,5743.182618,11049.95964,DH_ex_Prkcg/Rxfp1,1.0,excitatory,6.0,male,M4,1,0613_M4_C,1,0,1,0,0,6,1,0,0,3,14,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,1,2,0,0,2,2,0,1,0,2,1,0
2796212800399100077,20240613,3103.613525,6794.451903,3445.177819,DH_ex_Reln,1.0,excitatory,6.0,female,F4,2,0613_F4_L,0,0,0,0,0,2,1,2,0,0,4,0,0,0,6,0,0,0,2,0,2,0,0,0,3,0,0,0,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
2796212800399100086,20240613,1656.394409,6844.766339,3454.527902,DH_ex_Reln,1.0,excitatory,6.0,female,F4,2,0613_F4_L,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0
2796212800421100022,20240613,1183.362305,3979.513155,3568.129877,DH_ex_Prkcg/Rxfp1,1.0,excitatory,6.0,female,F3,3,0613_F3_S,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0
2796212800530200045,20240613,2069.599121,7646.332824,4584.167031,DH_ex_Prkcg/Rxfp1,1.0,excitatory,6.0,female,F4,4,0613_F4_T,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
2796212800537100211,20240613,3532.320068,9833.496086,4620.485106,DH_ex_Reln,1.0,excitatory,6.0,female,F5,1,0613_F5_C,0,1,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2796212800570100101,20240613,1727.644043,9936.392624,4744.149886,DH_ex_Grp,1.0,excitatory,6.0,female,F5,1,0613_F5_C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,1,0,0,0,0,0,0
2796212800570100205,20240613,3481.066162,9944.102475,4850.81537,DH_ex_Prkcg/Rxfp1,1.0,excitatory,6.0,female,F5,1,0613_F5_C,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2796212800759100219,20240613,3726.369629,9110.437567,6524.485609,DH_ex_Grp,1.0,excitatory,6.0,female,F4,1,0613_F4_C,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
2796212800922100073,20240613,2608.79126,9946.15964,7786.67627,DH_ex_Prkcg/Rxfp1,1.0,excitatory,6.0,female,F4,1,0613_F4_C,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
2945606900000002821,20240328,2243.437256,584.3787311,5222.882619,DH_ex_Reln,1.0,excitatory,6.0,female,F1,1,0328_F1_C,0,0,0,0,0,1,0,0,1,0,1,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0
2945606900000009885,20240328,2779.289307,1321.030632,6446.69231,DH_ex_Prkcg/Rxfp1,1.0,excitatory,6.0,female,F1,1,0328_F1_C,1,5,4,0,0,5,2,0,0,0,10,1,0,0,0,0,0,0,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,1,8,1,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,1,0,1,0,0,2,0,0,0,2,0,0,0
2946331700000006029,20240415,1199.807007,8138.930129,1434.35026,DH_ex_Reln,1.0,excitatory,6.0,female,F2,1,0415_F2_C,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
2946331700000009388,20240415,3060.658936,11066.78868,1873.44553,DH_ex_Reln,1.0,excitatory,6.0,female,F2,4,0415_F2_T,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0
2946331700000019907,20240415,2038.084473,10509.16934,3636.521593,DH_ex_Reln,1.0,excitatory,6.0,female,F2,2,0415_F2_L,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
