Unnamed: 0,Datasets,volume,center_x,center_y,MERFISH_cell_type_annotation,Region,Excitatory_vs_Inhibitory,Segment,Gender,Mouse_ID,AP_position,Section_ID,Sema7a,Bdnf,Cck,Adcyap1r1,Gabrb3,Lhx9,Ntrk3,Pomc,Grik1,Nrgn,Sst,Pcdhgb2,Dpy19l1,Sstr2,Dlk1,Pax2,Crhr1,Ctss,Sema6d,Gabrg3,Chrnb2,Gpc3,Pmp22,Penk,Rorb,Esrrg,Sema6c,Pcdha7,Pvalb,Sema4d,Pcdhgb5,Pcdhb16,Bnc2,Pcdhga11,Rxfp3,Farp2,Rnf220,Pcdhga12,Prkcg,Vgf,Plxna1,Notch2,Adra2a,Pcdhga8,Pcdhga9,Col23a1,Gabrq,Pcdha11,Pdyn,Fbn2,Nrp1,Gad2,Pcdhgb4,Sema4c,Plxnb2,Pdzrn3,Adcyap1,Plxnc1,Pcdhb11,Pcdhgc5,Jag2,Ptgds,Gabrg2,Pcdhga10,Tnr,Grid1,Grik5,Plxnb1,Calb1,Grik3,Zfhx3,Oprm1,Chrm3,Chrm4,Pkd2l1,Hrh1
2795903600159100064,20240613,3185.3479,803.4448738,5516.730957,DH_ex_Cpne4,1.0,excitatory,3.0,male,M4,3,0613_M4_S,0,0,4,2,1,0,1,0,1,0,6,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,7,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
2795903600301100098,20240613,1439.837891,4266.757381,6928.310367,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,male,M5,4,0613_M5_T,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2795903600355100101,20240613,1147.947144,4884.169227,7504.338011,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,male,M5,4,0613_M5_T,0,0,0,1,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2795903600401100082,20240613,669.3550415,3265.30818,8061.564807,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,male,M4,4,0613_M4_T,0,0,0,2,0,0,1,0,0,0,2,0,1,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2795903600411100094,20240613,1988.555664,5999.34852,8101.453543,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,male,M5,1,0613_M5_C,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
2795903600411100106,20240613,1763.537109,5999.622966,8113.541601,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,male,M5,1,0613_M5_C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2795903600412100055,20240613,1307.039429,6128.786274,8147.262811,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,male,M5,1,0613_M5_C,0,0,0,2,2,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2795903600455100075,20240613,2838.630615,3711.302748,8649.471284,DH_ex_Cpne4,1.0,excitatory,3.0,male,M4,4,0613_M4_T,0,0,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,1,3,0,0,0,1,0,0,0,0,0
2795903600518100128,20240613,2197.500732,6764.960188,9198.810066,DH_ex_Cpne4,1.0,excitatory,3.0,male,M5,1,0613_M5_C,0,0,0,1,0,0,0,0,0,0,12,0,1,1,1,0,0,0,2,0,2,0,0,0,1,0,0,0,0,1,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
2795903600590100141,20240613,2064.271973,5151.191417,10048.14177,DH_ex_Cpne4,1.0,excitatory,3.0,male,M4,1,0613_M4_C,0,0,2,1,0,0,0,0,0,0,14,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,5,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0
2795903600670100217,20240613,1865.285522,5767.916277,10978.07141,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,male,M4,1,0613_M4_C,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2795903600696100056,20240613,2217.840332,5807.036556,11090.17271,DH_ex_Cpne4,1.0,excitatory,3.0,male,M4,1,0613_M4_C,0,0,1,1,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0
2796212800233100131,20240613,1563.895874,5256.038842,2115.657838,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,female,F4,3,0613_F4_S,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2796212800421100026,20240613,1215.804932,3982.558903,3583.183618,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,female,F3,3,0613_F3_S,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2796212800431100019,20240613,1291.311523,6894.757582,3536.743762,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,female,F4,2,0613_F4_L,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2796212800442100059,20240613,3019.708496,9891.005285,3588.855278,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,female,F5,4,0613_F5_T,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2796212800457100145,20240613,2397.616455,5237.211527,4076.458702,DH_ex_Cpne4,1.0,excitatory,3.0,female,F3,2,0613_F3_L,0,0,1,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2796212800529100128,20240613,2126.318359,7447.404408,4528.29114,DH_ex_Cpne4,1.0,excitatory,3.0,female,F4,4,0613_F4_T,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,2,0,1,0,0,0,4,0,0,0,1,0,1,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2796212800595100035,20240613,1977.401123,7903.19144,5007.524472,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,female,F4,4,0613_F4_T,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0
2796212800595100046,20240613,1751.150269,7915.757159,5020.960159,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,female,F4,4,0613_F4_T,0,0,0,2,1,0,1,1,0,4,4,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1
2796212800792100033,20240613,1542.916504,9418.437737,6625.701531,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,female,F4,1,0613_F4_C,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2796212800812100173,20240613,1061.540283,6120.241492,7067.420031,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,female,F3,4,0613_F3_T,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0
2796212800882100020,20240613,2212.148926,7762.866188,7462.781492,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,female,F3,1,0613_F3_C,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2796212800882100083,20240613,1934.088867,7733.970192,7518.072651,DH_ex_Cpne4,1.0,excitatory,3.0,female,F3,1,0613_F3_C,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0
2796212800890100143,20240613,3547.259277,9878.759038,7653.06193,DH_ex_Cpne4,1.0,excitatory,3.0,female,F4,1,0613_F4_C,0,0,0,2,0,0,0,1,0,0,2,0,0,1,0,0,1,0,4,0,1,0,0,0,2,0,0,1,1,0,0,1,2,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2796212800979200022,20240613,2875.829346,7976.381873,8318.170282,DH_ex_Cpne4,1.0,excitatory,3.0,female,F3,1,0613_F3_C,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
2796212800980100213,20240613,2056.087646,8307.532861,8477.298466,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,female,F3,1,0613_F3_C,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,2,1,0,0,0,0,0,1,0,0
2796212800980100325,20240613,2388.51123,8366.478886,8565.720842,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,female,F3,1,0613_F3_C,0,1,0,3,0,0,1,0,0,0,4,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0
2796212801050200059,20240613,2672.23877,9951.500297,8961.4647,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,female,F4,1,0613_F4_C,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2945606900000001429,20240328,710.0541382,626.5052658,5043.62104,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,female,F1,1,0328_F1_C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2945606900000007993,20240328,994.5840454,1035.615354,6209.178674,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,female,F1,1,0328_F1_C,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2945606900000016615,20240328,3765.461182,2549.675339,7265.842121,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,female,F1,4,0328_F1_T,0,0,0,0,0,0,1,0,0,2,2,0,0,0,2,1,0,1,5,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,3,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,0,0,0,0,0
2946331700000006828,20240415,692.4222412,9280.933101,1561.882602,DH_ex_Cpne4,1.0,excitatory,3.0,female,F2,1,0415_F2_C,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2946331700000012655,20240415,903.8359985,10204.28172,2494.188589,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,female,F2,4,0415_F2_T,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2946331700000013232,20240415,2324.414307,12234.65251,2305.250383,DH_ex_Cpne4,1.0,excitatory,3.0,female,F2,3,0415_F2_S,1,0,3,1,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2946331700000017314,20240415,800.3676758,10405.55007,3261.495871,DH_ex_Reln/Nmur2,1.0,excitatory,3.0,female,F2,2,0415_F2_L,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0
