Unnamed: 0,Datasets,volume,center_x,center_y,MERFISH_cell_type_annotation,Region,Excitatory_vs_Inhibitory,Segment,Gender,Mouse_ID,AP_position,Section_ID,Sema7a,Cck,Adcyap1r1,Lhx9,Ntrk3,Grik1,Spr,Prox1,Cyp27a1,Sst,Dpy19l1,Dlk1,Pax2,Crhr1,Calcb,Sema6d,Chrnb2,Cdh19,Penk,Rorb,Esrrg,Pvalb,Sema4d,Pcdhgb5,Uts2r,Pcdhb16,Bnc2,P2ry1,Rnf220,Dbh,Vgf,Plxna1,Pcdhb19,Notch2,Plxnd1,P2rx7,Pcdhga9,P2rx6,Sema5b,Gad2,Slc6a4,Pcdhgb4,Sema4c,Pdzrn3,Pcdhb11,Jag2,Ptgds,Tnr,Cckar,Grid1,Grik5,Plxnb1,Grik3,Zfhx3,Pkd2l1,Hrh1,Chrna7
2795903600322100204,20240613,1731.182983,2910.094161,7288.031206,MV_in_Sema5b,4.0,inhibitory,15.0,male,M4,2,0613_M4_L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2795903600588100114,20240613,2682.307617,4503.590541,10189.00631,MV_in_Sema5b,4.0,inhibitory,15.0,male,M4,1,0613_M4_C,1,0,4,0,2,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,9,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
2796212800109100150,20240613,2899.945801,6474.924165,893.4859486,MV_in_Sema5b,4.0,inhibitory,15.0,female,F5,3,0613_F5_S,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,4,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2796212800176100308,20240613,1166.541138,7071.25572,1504.358265,MV_in_Sema5b,4.0,inhibitory,15.0,female,F5,2,0613_F5_L,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2796212800232200076,20240613,1571.721924,5017.315972,2040.905482,MV_in_Sema5b,4.0,inhibitory,15.0,female,F4,3,0613_F4_S,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2796212800273100138,20240613,2334.348633,7357.772068,2247.467474,MV_in_Sema5b,4.0,inhibitory,15.0,female,F5,2,0613_F5_L,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2796212800418100022,20240613,1999.873535,3365.349379,3538.203713,MV_in_Sema5b,4.0,inhibitory,15.0,female,F3,3,0613_F3_S,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2796212800430100188,20240613,4170.476074,6724.469213,3694.226444,MV_in_Sema5b,4.0,inhibitory,15.0,female,F4,2,0613_F4_L,1,0,1,0,4,0,0,1,0,0,0,1,0,1,0,2,0,1,0,0,0,2,0,1,0,0,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,4,0,0,2,0,0,0
2796212800488100116,20240613,912.3512573,4927.101566,4189.171029,MV_in_Sema5b,4.0,inhibitory,15.0,female,F3,2,0613_F3_L,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2796212800494100111,20240613,2208.739746,6508.85809,4233.928208,MV_in_Sema5b,4.0,inhibitory,15.0,female,F4,2,0613_F4_L,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2796212800561100162,20240613,1288.69043,7600.380961,4820.756826,MV_in_Sema5b,4.0,inhibitory,15.0,female,F4,4,0613_F4_T,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0
2796212800585100134,20240613,3932.525146,5161.518475,5041.313514,MV_in_Sema5b,4.0,inhibitory,15.0,female,F3,2,0613_F3_L,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,2,4,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0
2796212800598100156,20240613,2364.401611,8963.956766,5145.672063,MV_in_Sema5b,4.0,inhibitory,15.0,female,F5,1,0613_F5_C,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1
2796212800601100080,20240613,3148.685547,9635.233724,4995.778991,MV_in_Sema5b,4.0,inhibitory,15.0,female,F5,1,0613_F5_C,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2796212800632100120,20240613,1748.075928,9372.34554,5360.737153,MV_in_Sema5b,4.0,inhibitory,15.0,female,F5,1,0613_F5_C,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
2796212800790100231,20240613,2191.867676,8942.749359,6846.472475,MV_in_Sema5b,4.0,inhibitory,15.0,female,F4,1,0613_F4_C,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2796212800881100107,20240613,573.4365845,7606.832061,7627.106555,MV_in_Sema5b,4.0,inhibitory,15.0,female,F3,1,0613_F3_C,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0
2796212800889100238,20240613,879.1713867,9605.749282,7686.929396,MV_in_Sema5b,4.0,inhibitory,15.0,female,F4,1,0613_F4_C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2945606900000016911,20240328,3128.606445,2962.547625,7335.379151,MV_in_Sema5b,4.0,inhibitory,15.0,female,F1,4,0328_F1_T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0
2945606900000028641,20240328,1839.927612,5276.605823,9935.320834,MV_in_Sema5b,4.0,inhibitory,15.0,female,F1,3,0328_F1_S,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
2945606900000029407,20240328,2997.662598,5229.157482,10106.19069,MV_in_Sema5b,4.0,inhibitory,15.0,female,F1,3,0328_F1_S,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2946331700000011040,20240415,1343.302368,10181.67997,1964.038269,MV_in_Sema5b,4.0,inhibitory,15.0,female,F2,4,0415_F2_T,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2946331700000013341,20240415,885.8660278,12307.76387,2495.601785,MV_in_Sema5b,4.0,inhibitory,15.0,female,F2,3,0415_F2_S,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
